files.file_name	datasets.title	files.data_modality	files.reference_genome	ollama_model	response_time
HG002_1_R1041_UL_Guppy_6.3.7_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	135.93
m64076_210625_220013.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	181.22
m84046_230513_215634_s1.hifi_reads.bc2001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	212.64
m84081_231222_121301_s3.fail_reads.bc2024.bam	ANVIL_HPRC	genomic	unknown	llama3.2	142.94
08_17_21_R941_HG02280_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	128.27
r54329U_20220207_223353_A01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.65
ZCCHC10-BGRSLV07-44_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	132.72
08_10_21_R941_HG00609_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.35
m54329U_200205_002609.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.14
EGLN1-BGRSLV03-24_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	212.85
08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	126.39
m84081_231222_121301_s3.fail_reads.bc2026.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	100.98
m64136_220609_181426_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.55
m84046_230519_231055_s2.fail_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	187.52
02_15_22_R941_HG03239_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	150.44
07_27_21_R941_HG00408_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	102.4
TPD52L2-BG293LV06-83B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	125.17
DDX59-BGRSDLV04-12dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	hg19	llama3.2	112.93
SNRPA-BG293LV06-109B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	160.57
HG02148_aligned_CHM13v1Y_winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	168.92
m64136_200617_080019.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.38
m84081_230630_193909_s2.fail_reads.bc1008.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.7
m54306Ue_220326_050928_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.72
HG02486.CHM13.bam	ANVIL_HPRC	chromatographic	T2T-CHM13	llama3.2	243.47
m84046_230721_175304_s3.hifi_reads.bc2092.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	208.77
TUT1-BGRSLV06-47_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	154.36
m64076_210716_220011.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	105.17
03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	206.35
m54329U_211217_080751-bc1009.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	118.61
m84046_230718_233949_s3.fail_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	185.01
12_7_22_R941_HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	138.13
m84081_231124_024327_s3.fail_reads.bc2090.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	182.85
HG02723.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	204.16
HG02145.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	116.78
RBM11-BG293LV06-46_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	119.57
m84046_230621_231827_s1.hifi_reads.bc2043.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	211.93
m64076_200306_185917.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	183.97
08_25_21_R941_HG02683_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	157.51
m84046_230728_202047_s3.hifi_reads.bc2093.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	102.78
m64043_220710_175250-bc1015_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	153.15
m84091_231211_215746_s3.fail_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.78
08_10_21_R941_HG01099_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.55
m84081_230630_190803_s1.fail_reads.bc1008.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.54
11_15_22_R1041_Duplex_HG002_8_Dorado_v0.1.1_400bps_sup.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.29
m64076_200129_001835.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	121.97
HG02109.GRCh38_no_alt.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	197.87
m54329U_211211_014820-bc1008.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.43
07_27_21_R941_HG00597_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	131.42
CSTF2T-BG293LV06-98B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	119.76
HG02148.paternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.76
05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	191.78
ZNF277-BGRSDLV02-74_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	162.37
m64043_210726_163819_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	591.42
ZNF593-BGRSDLV04-66_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	163.71
HG03453_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	136.48
m64136_200702_173125.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	139.17
m64043_220717_152237-bc1017.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	163.19
m64043_200706_123423.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	88.98
m64043_210420_151018_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.17
m64055e_210714_052746.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	96.9
m64055_210511_013535_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	221.94
HG01361.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	165.75
m64043_210418_021436_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	658.52
03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.43
HG01928.hifiasm_mat.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	92.79
m64136_210612_053350.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	201.87
09_27_2022_R941_GM20799_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.68
m84081_230727_193748_s2.hifi_reads.bc2026.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.42
CISD2-BGRSLV03-14_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	161.83
m64043_220619_164635-bc1009.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.84
m84046_230628_175536_s3.fail_reads.bc2062.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.49
m84046_230721_185439_s1.hifi_reads.bc2092.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.76
1_11_23_R941_HG00741_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	168.18
ZFP37-BGRSLV02-38_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	130.58
m84081_231124_014115_s1.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	218.55
RBM4-BG293LV04-56_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	unknown	llama3.2	128.45
m84046_230719_001055_s4.fail_reads.bc2061.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.11
HG01952.paternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.54
YAF2-BGRSLV08-5_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	140.4
m84081_231119_032407_s4.hifi_reads.bc2087.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	117.49
12_08_21_R941_HG02027_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	107.64
m64043_210421_224017.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.7
m84081_231112_030942_s3.hifi_reads.bc2080.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	149.96
m84081_231117_201125_s2.fail_reads.bc2089.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	132.48
m64076_220914_214248-bc2060.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.94
m84091_240110_194735_s1.fail_reads.bc1001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	972.59
m54329U_200612_200443.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.97
08_17_21_R941_HG02280_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.2
m84091_230817_150246_s3.fail_reads.unassigned.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.68
HG00621.paternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.02
m84091_230802_173218_s2.hifi_reads.bc1001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.86
ZMAT3-BGRSLV03-54_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	1044.52
HG00733vGRCh38_wm_ONT.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	131.5
m84046_231202_071034_s1.fail_reads.bc2053.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.31
m64043_220705_120954-bc1011_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	104.56
HG002_2_Dorado_R1041_ULNEB_400bps_sup.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.73
NA19240.maternal.f1_assembly_v2.chm13_v1.0_plusY.Winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	155.82
r64076_20210615_175840_A01_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	181.78
11_15_22_R1041_Duplex_HG002_1_duplex_splitduplex_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	200.5
m84046_230508_200815_s4.fail_reads.bc2092.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	142.15
1_11_23_R941_HG02886_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.21
07_27_21_R941_HG03669_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.07
m64043_200928_195132.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.0
07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	unknown	llama3.2	103.39
08_10_21_R941_HG03831_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.75
HG00735.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.73
m84081_231105_021548_s2.fail_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.86
m84081_231222_141231_s4.fail_reads.bc2028.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	112.49
m84046_230630_233157_s3.fail_reads.bc2069.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.7
HG00741.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.61
07_20_21_R941_HG03710_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	HG03710	llama3.2	163.26
08_10_22_R941_GM18570_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	150.17
APEX2-BGRSDLV02-8dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	132.79
m54329U_220105_011819-bc1015.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.24
m64330e_220412_185021_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	160.18
m84081_231119_025301_s3.hifi_reads.bc2084.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	108.43
r54329U_20210520_211729_A01-bc1003_BAK8A_OA_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.71
HG00735.maternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.5
m84046_230731_200859_s2.hifi_reads.bc2093.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.64
08_10_21_R941_HG01993_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	unknown	llama3.2	114.48
m84046_231202_071034_s1.fail_reads.bc2052.bam	ANVIL_HPRC	genomic	unknown	llama3.2	118.72
m84081_230727_193748_s2.fail_reads.bc2030.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.22
m84081_230628_183924_s1.hifi_reads.bc1017.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	184.95
HG00733.CHM13.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	1143.54
m64055e_220920_175231.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	169.33
m84081_231222_101332_s2.hifi_reads.bc2025.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	182.84
m64136_211113_063830_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	145.37
m64043_220107_191226-bc1012.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.47
m84081_231222_081401_s1.hifi_reads.bc2024.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.47
02_15_22_R941_HG03050_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	150.94
HG02486.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	1047.71
02_15_22_R941_HG03041_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	165.13
HG03486.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	113.74
TUT1-BGRSLV06-48_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	229.12
m84046_230516_212709_s3.fail_reads.bc2001.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	143.44
m84046_230716_054822_s4.hifi_reads.bc2087.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	95.1
MBNL2-BGRSLV06-6_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	1042.78
r54329U_20211208_003612_A01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	133.63
TAF15-BGRSLV02-10_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	unknown	llama3.2	137.24
NDUFS6-BGRSLV04-24_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	216.07
m54329U_210704_040110.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	207.43
HG00733_R10_reseq.638.bam	ANVIL_NIA_CARD_Coriell_Cell_Lines_Open	genomic	GRCh38	llama3.2	108.25
m54329U_211111_222027-bc1001.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.9
07_27_21_R941_HG01261_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	141.37
m84046_230617_033126_s1.fail_reads.bc2020.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.93
m54306Ue_220419_182803.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.78
m54306Ue_210830_185043.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	94.46
m84081_230721_175633_s1.fail_reads.bc1002.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	221.94
08_10_21_R941_HG03927_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	138.19
m64043_200403_163826.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	129.78
m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	172.89
m84046_230624_204605_s4.fail_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.94
m84046_230701_003325_s1.fail_reads.bc2058.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	161.33
m84046_230718_233949_s3.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.41
1_11_23_R941_HG02886_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	203.35
03_14_23_R941_HG02572_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	105.67
m64043_200413_102554.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	129.41
HG01071.f1_assembly_v2.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	94.96
NA20129.paternal.f1_assembly_v2.chm13_v1.0_plusY.Winnowmap.sorted.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	116.46
m84081_231119_022155_s2.fail_reads.bc2083.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.09
NT-BGRSDLV02-3dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	169.41
m54329U_200205_002609.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.79
UBE2I-BG293LV03-27_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	133.19
03_14_23_R941_HG01952_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	134.02
09_27_2022_R941_HG03742_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh37	llama3.2	119.84
r64076_20220914_213111_C01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	111.62
U2AF1-BGRSLV02-18_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	155.81
r54329U_20210507_223310_A01-bc1008_BAK8A_OA_q9_forDC.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	193.37
m64334e_220421_053305.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	98.55
m84081_230727_193748_s2.hifi_reads.default.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	101.78
m84046_230516_205603_s2.fail_reads.bc2014.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	309.28
HG02723vGRCh38_wm_PBCCS.sort.bam	ANVIL_T2T	genomic	GRCh38	llama3.2	173.25
m64076_220216_013707-bc1016.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	155.26
m54329U_211208_005551.subreads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	140.98
m84046_230707_202610_s3.hifi_reads.bc2067.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	114.37
m54306Ue_210825_213503.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	123.16
ZNF22-BGRSLV02-35_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	1045.5
CPSF6-BG293LV06-5_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	213.12
m84046_230724_193107_s2.hifi_reads.bc2094.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	115.38
HG01071_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	148.1
ZRANB2-BG293LV06-113B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	132.9
m64055_210509_163848.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	165.56
05_17_22_R941_HG03209_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	120.15
SNRNP48-BGRSDLV04-35dox_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	121.22
m54306Ue_220228_165421.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	136.43
m64043_200412_040054.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.06
HG03453.f1_assembly_v2_genbank.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	110.87
m54329U_210604_200442.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	159.99
08_03_21_R941_HG01960_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	hg19	llama3.2	104.83
m64076_200208_041234.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	227.53
NT-BG293LV06-2_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	128.41
m54306Ue_210716_134443.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	104.83
HG00438.f1_assembly_v2.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.27
m64076_211109_232223-bc1003.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.69
NA19240_aligned_GRCh38_winnowmap.sorted.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	124.12
m64136_210719_201505.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.12
09_08_21_R941_HG01192_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	transcriptomic	unknown	llama3.2	107.3
MBNL2-BG293LV06-14_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	98.81
TOB2-BG293LV06-117B_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	126.34
HG02148.paternal.ont.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	116.27
HG02109.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	96.97
12_08_21_R941_HG00423_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	137.25
HG02886_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	166.7
HG02559.paternal.hap2.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.7
r64076_20220516_220716_A01.reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	131.74
08_17_21_R941_HG02738_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	156.66
m64043_191215_014401.ccs.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	210.8
m64457e_220829_104034-bc2052.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	125.34
m64076_220831_191646-bc2051.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	106.0
NT-BGRSDLV03-1_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	122.47
HG002_2_Dorado_R1041_ULCIR_400bps_sup.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	166.14
HG01243.paternal.CHM13Y_EBV.bam	ANVIL_HPRC	genomic	T2T-CHM13	llama3.2	941.08
11_15_22_R1041_Duplex_HG002_5_duplex_splitduplex_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	176.19
NT-BG293LV06-1Bmerged_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_293T	genomic	GRCh38	llama3.2	239.95
m54329U_220816_182601-bc2045.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	206.31
RNF150-BGRSLV05-8_Aligned.sortedByCoord.out.bam	AnVIL_ENCORE_RS293	genomic	GRCh38	llama3.2	107.62
m64043_210728_163353.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	183.97
HG00741.maternal.hifi.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	122.47
m64043_211127_171224.5mc.hifi_reads.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	145.25
HG03516_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	144.42
HG02886.CHM13Y_EBV.bam	ANVIL_HPRC	unknown	T2T-CHM13	llama3.2	298.92
HG02818.paternal.hap1.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	183.5
m84091_230905_202807_s3.fail_reads.bc1016.bam	ANVIL_HPRC	genomic	GRCh38	llama3.2	147.57
